text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
진실의 입이 뚫린 김에 한 마디 더 얹으면 내가 정의당에게 표를 주지 않을 거 같다는 생각을 하게 된 근본적 이유는 정치를 못해서임 국힘에 유하고 민주당에 비판해서 표를 가져올 수 있는 전략은 민주당이 박원순급으로 잘못했을 때지 지금같은 국면에서 전략업뎃을 안하는 건 걍 정치 못하는거,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.83
"@sibalmolla @ryuhojeong_twit 장혜영 의원을 쉰남연이 대선 끝나고 칠것 같은데 무슨 쉰남연이 정의당 페미를 허락을 하냐~ 욕하려고 가입했다고???

옛다~ 대선 끝나고 쉰남연은 밖에서 또 활동하겠지~ https://t.co/XUaEbuyrTI",0.18,0.63,0.01,0.04,0.13,0.02,0.0,0.03,0.05,0.05
하 근데 박근혜때도 진짜 멘탈 나갔었음… 난 앞으로 진짜 민주당이 한 20년 장기집권하면서 국힘이라는 당이 아예 사라졌으면 한다 그리고 이제 원래의 민주당 자리를 정의당이나 여성의당이 꿰차는거지,0.17,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.27,0.44
@uooi771 정의당은 없어져야됩니다. 정의가 없으니,0.13,0.0,0.02,0.03,0.01,0.01,0.02,0.13,0.35,0.07
"호정아 '충분히 즐기셨으리라' 믿었던 그 비서분하고는 어떻게 됐냐? 우리가 니가 그 지랄을 떤 느그 정의당을 노동자를 위한 당이라고 말하겠냐? 느그당은 여자도, 노동자도, 지방도, 장애인도, 심지어 공보물에서 차금법을 뺌으로써 퀴어도 버린 당이다 닥쳐라 https://t.co/pQ8vdNFxqv",0.14,0.0,0.29,0.03,0.01,0.02,0.02,0.19,0.24,0.05
표를 훔치다니.. 내 표는 내꺼고 내가 알아서 합니다만? 유권자들은 의외로 냉정하고 계산적임 소중한 내 한 표를 내다버리고 싶은 사람이 어딨겠음? 대선 뒤의 정의당은 어떻게 될런지 진심으로 궁금하고 이젠 좀 안쓰럽기까지 하다 https://t.co/i3Eo5kK9br,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.68
"심상정 뽑아야겠다
태어나서 처음으로 정의당에 투표하게 되다니",0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.11,0.7
"심상정 지지하면 다른 좌파들에게도 나중에 기회가 올까
일단 민주-정의는 그런 관계가 아닌것 같은데..
어제 토론회부터 오늘 단일화 및 기자회견까지 심후보님에게 마음이 많이 가는게 사실인데, 정의당이 왼쪽들을 견인하거나 같이 갈 생각이 없다면 이백윤으로 가야 하지 않나 싶다",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.09,0.84
진짜 오늘 정의당 발언들 너무 속상하다 진짜...,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.86
토닥토닥!공동정부로 안철수에게 행정의 경험을 얻고 하고 윤석열이 부족한 분야를 안철수가 메꾸어지면 성공입니다.윤석열이 안철수 배반하지말고 꼭 함께하시길...안철수에게 기회를 주시리라 윤석열을 믿어봅니다.심상정 정의당과도 협치했으면 좋겠네요. https://t.co/AzyA52pZuc,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.84
"민주당 지지자들은 집 안 단속이나 하고 정의당에게 뭐라 그러쎄효.
이니여리 거리는 애들이나 잡아올 생각하고 이낙연 애들이나 잘 관리하라고.",0.03,0.01,0.01,0.02,0.01,0.05,0.01,0.07,0.59,0.13
솔직히 말하면 꾸준히 자신을 페미니스트 대통령 적임자라 말하던 심상정에게 반박하고 싶었는데 그를 신격화하던 사람들 때문에 그리고 그들이 나와 같은 여성이라 참고 흐린눈 했던거다. 이제서야 심상정과 정의당의 여성 이용이 까발려져서 어느정도 통쾌하긴 해.,0.12,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.8
정의당도 마찬가지임....둘다 비슷하게 전체적으로 별로야,0.02,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.17,0.67
그들에게...아무리 심상정 후려치고 정의당 후려치고 너네가 그동안 한게 뭐있냐고 채찍질을 한들뭔들~,0.07,0.01,0.01,0.03,0.01,0.01,0.01,0.04,0.68,0.09
"중앙선거관리위원회로부터 제출받은 자료에 따르면, 시각장애인을 위한 선거공보인 점자형 선거공보, 인쇄물 접근성 바코드(QR코드), 디지털 파일 저장매체(USB·문자 또는 음성 정보)를 모두 제출한 후보는 심상정 정의당 후보, 오준호 기본소득당 후보, 이경희 통일한국당 후보로 파악됐다.",0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.08,0.89
"정의당은 윤석열이 주 120시간 근무에 월급 150만원, 여성가족부 해체와 성폭력 무고죄 강화 따위의 소리를 지껄이고 다녀도 별로 위기의식 느끼는게 없나보네.",0.63,0.01,0.02,0.03,0.01,0.01,0.01,0.1,0.29,0.1
배복주 안찍을 거임 정의당이야말로 무능해,0.16,0.0,0.01,0.03,0.01,0.03,0.01,0.11,0.34,0.05
정의당이 그동안 여성을 위해 잘 해왔으면 여초에 퍼진 그 자료들을 선동과 날조라며 비난하는 목소리가 더 컸겠죠. 그간 정의당의 무능을 알고도 흐린눈 하던 2030 여성들은 더이상 여성을 선거에 이용하는 정의당을 두고봐줄 수 없기에 마음을 바꾸는겁니다. 누구를 탓하지 마세요. 본인들 문제니. https://t.co/X0n5YzwyAV,0.47,0.01,0.01,0.01,0.01,0.01,0.0,0.05,0.21,0.25
이준석한테 인증받은 &gt;&gt;진정성 있는 페미니즘&lt;&lt;을 하는 정의당~~^^ https://t.co/usnkK4kbsi https://t.co/IOj0TziMoF,0.25,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.2,0.33
"윤석열 도저히 못찢게다는 분들 정의당 심상정에게 한표 주시면 좋겠습니다.과거2중대였던 
과오를 잊어주시고 3당의 외로운 싸움하는 심상정에게 10%의 지지율을 선물합시다 https://t.co/Uq9lERouYW",0.03,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.27,0.57
나 정말 한두달전까지만해도 민주당 지지자들이 정의당 지지자들한테 표맡겨둔듯이 군다고 화냈는데 ㅋㅋㅋ 반대로 화내게될줄은ㅋㅋㅋㅋ https://t.co/Qm3363hsxA,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.77
여성을 위한척 했던 정의당과 심상정은 망하고 정의당과 진보 여성들이 망하길 빌던 민주당과 이재명의 이미지가 바뀐 가장 큰 이유는 소리내고 실천하는 여성인재 영입과 그 여성인재들의 목소리를 무시하지 않는 이재명때문이겠죠. https://t.co/X0n5YzwyAV,0.4,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.12,0.46
나도 아직 선택 못 한 사람들이나 설득하지 이미 마음 굳힌 정의당 지지자들 괜히 자극하고 싶지도 않고 괜히 코멘트 했다가 지지자들한테 싸움 거는 걸로 받아들여질까봐 그 당 관련으로는 말 안 얹으려고 참고 있는데 사람 자꾸 골고루 열받게 만드네...,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.66,0.31
정의당 안녕!비례표 더이상 못줄 듯~역사속으로 사라지겠네ㅠㅜ 안타깝다~노회찬 의원님 죄송합니다 그동안 많은 분들이 일생을 애쓰고 희생하셨는데 그토록 대중정당이 되길 염원했는데 이젠 작은 것만 바라보는 외눈박이가 되었네요!확실히 일말의 희망도 없음을 깨달았네요!https://t.co/0ZHj0aiUkN,0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.38,0.44
이재명과 민주당 지지자들은 여초 커뮤니티에서 2030 여성 유권자의 표를 훔치기 위해서 적어도 정의당처럼 없는 말로 여성을 이용하지 않았습니다. 실제로 실천한 공약들로 이행율을 설명하고 민주당 여성 의원들의 여성을 위해 일한 흔적을 세상에 알렸을 뿐입니다. https://t.co/X0n5YzwyAV,0.27,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.11,0.57
정의당 골수지지자인 우리집50대남성도 윤석열 당선될까봐 미안하지만 이재명이뽑아야하나 이러고 있는데 저같은 2030여성들은 오죽하겠습니까.. 분위기좀 읽어주시죠ㅜ https://t.co/Qm3363hsxA,0.41,0.01,0.01,0.01,0.02,0.03,0.0,0.05,0.1,0.39
심상정과 정의당은 한줄기 관심마져 싸그리 씻어내는구나 잘가라 정의당 한때 표를 준 내손가락을 잘라내고싶다,0.11,0.01,0.01,0.03,0.01,0.02,0.01,0.08,0.56,0.05
정의당과 심상정의 무능함으로 떡락한 지지율을 회복하기 위해 여성공약 가장 좋은 이재명과 민주당을 후려치고 여성 지우기에 급한 윤석열에게는 말 한마디 못하는 태도가 과연 여성을 위한 정당이 해야할 태도가 맞나요? 여성은 무지하지 않습니다. https://t.co/X0n5YzwyAV,0.62,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.18,0.2
"가만히 있으려고 해도 '여성 유권자의 표를 훔치기 위한 수작'이라니 여성 유권자들 표가 정의당 거임? 훔치긴 뭘 훔쳐 각자 살 길 찾아서 스스로 선택한 거지. 여성 유권자의 의지가 물건입니까? 훔치게? 스스로 선택했다는 생각을 못 하는 거야?
https://t.co/KU4O3Xv97Y",0.18,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.27,0.49
"2017년 대선 
심상정 득표율 6.17%

2020년 총선 
정의당 득표율 9.67%",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.06,0.9
정의당은 원래 노동자정당 아닌가? https://t.co/KzpHpFIiwR,0.05,0.0,0.01,0.02,0.01,0.01,0.01,0.07,0.3,0.3
지지층 굳히기 위한 전략이라 해도 후에 감당해야할 여파가 너무 큽니다. 수많은 여성유권자들을 적으로 돌리지 마세요. 현재 전략투표층의 원망을 사면 안됩니다. 지금 정의당의 위기가 이런 것들이 축적돼서 발현된 겁니다.,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.76
남을 뭉개면서 자기를 띄우는 방식이 좋은 방법이 아닌데다 정의당 의원들 메시지 대부분이 유권자와 싸우고있음 https://t.co/B53RMb4tJD,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.7
자칭 여성을 위한 정당이라는 정의당을 2030 여성유권자가 왜 거르는지부터 반성해보세요 그저 남탓이나 하고 있으니 아무도 공감안해주지 https://t.co/tYRQlwI4lx,0.65,0.01,0.01,0.02,0.01,0.02,0.01,0.07,0.22,0.1
@pandajung48 그게 정상 반응인데... 신남연이 물었다며 정의당 같이 깡아뭉게는 사람들을 알티하시는 분이 있더라고요... 동의인지 아닌지 모르겠는데 보는게 괴롭더라구요...,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.82
"난 심상정 이후, 좀 더 길게보면 장혜영 이후의 정의당은 없는것과 같다는 생각을 하는데 거기에 지대하게 영향을 끼치는 분이 이 분이다. https://t.co/DAq8M55vH5",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.89
너네 정의당이 왜 사람들 지지를 못 받는지 스스로 생각해봐. 그리고 어차피 선거비 보전 못 받을거 같으니 알아서 살 길 찾아보길. https://t.co/37DfAJ2ffI,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.46,0.37
난 그래도 정의당 심상정을 찍을 건데 정의당에선 속지 말자 민주당에 이런다.^^,0.03,0.01,0.01,0.01,0.0,0.02,0.01,0.02,0.17,0.66
그래도 이 계정에선 말을 최대한 아끼는 이유는 지난 여름에 이준석 ㅈㄹ할때 민주당이 대응을 거의 안했고 정의당에서 메시징을 냈던 것은 사실이고 그 점은 인정하고 있기 때문. 그 감정에 유통기한이 지나면 나도 더 생각이 달라질지도?,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.84
정의당은 이 뽑는 여자들한테 뭐라하지 말고 윤 뽑는 여자들한테나 뭐라 해라 무슨 표 맡겨놨냐??,0.8,0.01,0.01,0.03,0.01,0.02,0.01,0.04,0.18,0.09
안 보여요 자꾸 이렇게 국힘 도와주는 일만 하니깐 이준석이 정의당 칭찬하는거 아니겠어요... 심상정 후보 지지하던 여자들이 왜 정의당에게 등을 돌리는지 왜 지지율이 떨어지는지 그 이유 한번 잘 생각해보셨으면 좋겠어요,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.16,0.57
"여초 커뮤니티에서 민주당이 전술을 쓴게 아니라 여자들이 살기 위해 이로 뭉치는 거예요 그러는 정의당이야말로 민주당 공격한것 빼고 한게 뭐가 있나요? 여성과 소수자를 위한다면서 여성정책을 정의당의 몇배로 발안한 민주당만 공격하고, 표 빼오는일에만 혈안이 되어있는데 말에 진정성이 하나도 https://t.co/5AizBNvFbb",0.46,0.01,0.02,0.01,0.01,0.01,0.01,0.04,0.16,0.3
"정의당 싫어
민주당도 싫어
국힘? 좋겠냐?!?!?!",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.17,0.73
@josepkim88 저는 반대로 신남연이 정의당에게 깔짝거리는게 엄청 괘씸하던데요?,0.1,0.04,0.02,0.03,0.0,0.01,0.0,0.01,0.09,0.62
@gug_gimbyeong 국민쌍년이 우뚝 나타났네...재수없는 정의당과 심상정 꼭 궤멸 될것이다. 진짜 귀태정당이자 기생충 보다 못한 머저리 같은 잡것들.....,0.28,0.01,0.01,0.1,0.01,0.03,0.01,0.14,0.44,0.02
"정의당 심상정 후보님..
역사의 죄인이 되고 싶나요?
보수가 득세하고 진보 정치세력이 몰락하는 것 보고 싶나요? 이젠 당신이 이재명 지원하고 사퇴할 시간입니다.
그냥 이대로 진행된다면 당신에게 가는 표는 사표(死票)이고 결과 어떻게 나오든 무조건 욕먹게 생겼습니다.
지금. 결단의 순간입니다.",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.28,0.62
"뭐래. 내 표 맡긴 적 없음. 

정의당 류호정 ""민주당, 2030 여성 표 훔치려 수작..속지 말자"" | 다음 뉴스 https://t.co/wz8brn8dKC",0.33,0.01,0.01,0.01,0.01,0.02,0.0,0.05,0.3,0.22
"이봐라 정의당은 죽어도 못해

왜 존나 허접하니깐

민주당 찍으면 됨

재들은 아직도 노회찬 관팔아 먹는 애들 https://t.co/qEJNnjgTXE",0.04,0.01,0.01,0.03,0.01,0.02,0.01,0.11,0.73,0.06
@gug_gimbyeong 미친년 아님 이런 년에게 표를 주면 3대가 재수 없을것이다...이런 정의당 꼭 궤멸시키자!!! 메갈 귀족노조 대변 이익단체 주제에....,0.87,0.01,0.02,0.05,0.02,0.03,0.03,0.17,0.16,0.03
"TV 토론회에서는 약자 코스프레를 했지만, 진보정당들 중에서는 정의당은 기득권 정당 몽니를 부리고 있네

아무리 봐도 민주당은 중도 같은데 진보소리듣고 있다니. 
다당제가 정착되어서 진짜 좋은 보수, 진보 정당들이 잘하기 경쟁을 하는 날이 왔으면 좋겠다.

어쨋튼 윤석열을 뽑을 수는 없다. https://t.co/mXhFHOxle9",0.03,0.0,0.01,0.02,0.01,0.01,0.01,0.05,0.27,0.39
"당장 나만해도 심류장 순으로 감정이 멀어졌는데 심이 임혜숙 장관 임명 국힘이랑 같은 논리로 반대한 거, 류가 알페스 법안 발의하고 이준석 올려치기 한거, 장이 최근에 민주당 단톡방 사건 올리고 유권자한테 뭐라한거 이렇게 정의당이 국힘의 정치문법을 가져와서 그런거지 다른 이유가 아님",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.12,0.85
"아니 근데 비아냥 지우고 진지하게, 류호정 의원의 이 트윗이야말로 어쩌면 정의당이 여성을 위한 정당이 아닐수도 있겠다는 생각을 하게 만드네. 정의당 스스로가 2030 여성을 '표를 훔치기 위한 수작'에 넘어가는 대상으로 보고 있다고 자인하는 꼴 아닌지. https://t.co/ppguTjhS1X",0.41,0.01,0.02,0.01,0.01,0.01,0.0,0.05,0.22,0.27
"지금 정의당과 국힘이 손잡고 이재명에게 결집한 여성들 표를 갈라쳐 정의당에 몰아주려는 겁니다.

이준석 목표 : 이재명에게 결집한 여성 표를 갈라쳐 여자들 좆되게 하기
심상정 목표 : 이재명에게 결집한 여성 표를 갈라쳐 여자들 좆되게 하기

심상정은 여자 필요 없대요. 이재명에게 투표합시다. https://t.co/MUkXbxb0yc",0.89,0.03,0.01,0.03,0.01,0.02,0.01,0.04,0.08,0.07
"아 정의당 개빡치네
똥싸지르는 국힘 윤석열 이준석 냅두고 여성들 공격하는거 실화야? 그러고 이준석 지지나 받아?",0.21,0.01,0.01,0.02,0.01,0.02,0.01,0.07,0.51,0.06
그 배인규가 장혜영의원 성희롱 했는데 팍이나 그 개새끼가 진심으로 정의당 지지했겠냐 논리도 없고 맥락도 없고 미쳐가지고 패거리로 장혜영 의원 괴롭히는꼴보니 알만하다,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.07,0.9,0.04
"이준석 개짜증나네 표 분산시키려고 정의당 올리는ㅋㅋㅋㅋㅋㅋㅋ 속 보여ㅋㅋㅋㅋ 준석이가 보증하는 정당, 준석이가 보증하는 페미니즘^_^/",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.77,0.07
사실 이번 대선에서 국힘이 워낙 심각해서 다들 반국힘력이 맥스라 정의당 연성 지지자 중에서 정의당이 국힘 봐주고 있다는걸 간파하지 못할 사람이 그리 많지 않을텐데 (내 주변에도 많고) 저런 전략을 짜는게 본인들에게 뭐가 좋은지도 잘 모르겠음. 강성 지지자만 남겨서 뭐 어쩌려고...,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.29,0.7
내가 내 표 알아서 하겠다는 말을 정의당에 하네 ㅋㅋㅋ 지금 여자들 대가리 터지게 고민하는거 안보이나? 여자들 속편하게 룰루랄라 민주당 찍으러가는 줄 아는거임? https://t.co/K7L9DaIph7,0.68,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.19,0.17
정의당 병신들은 아직도 민주당 패면 지들이 사는 줄 아네?? 야 심상정 개썅년아 노화찬한테 안 부끄럽나? 페미니스트? 지랄옆차기하네 문신하고 돌어다니는 스펙조작년을 비례1번 주는게 페미니즘이가?,0.73,0.01,0.02,0.06,0.01,0.03,0.02,0.1,0.22,0.03
절박하지 않았던 선거가 언제 있었던가?다당제 하자며 자칭 진보의 맥을 잇는다는 정의당 후보는 진보당.사회당.기본소득당의 부름은 쌩깐다.왜 갖잖은가?다당제는 서너군대 당이 하는것인가?그러고도 진보적 사고를 지녔다고 항변하는가?,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.28,0.64
